SRA Project,Annotation,Runs
SRP050044,animal,"SRR1657203,SRR1657204,SRR1657205,SRR1657206,SRR1657207,SRR1657208,SRR1657209,SRR1657210,SRR1657211,SRR1657212,SRR1657213,SRR1657214,SRR1657215,SRR1657216,SRR1657217,SRR1657218,SRR1657219,SRR1657220,SRR1657221,SRR1657222,SRR1657223,SRR1657224,SRR1657225,SRR1657226,SRR1657227,SRR1657228,SRR1657229,SRR1657230,SRR1657231,SRR1657232,SRR1657233,SRR1657234,SRR1657235,SRR1657236,SRR1657237,SRR1657238,SRR1657239,SRR1657240,SRR1657241,SRR1657242,SRR1657243,SRR1657244,SRR1657245,SRR1657246,SRR1657247,SRR1657248,SRR1657249,SRR1657250,SRR1657251,SRR1657252,SRR1657253,SRR1657254,SRR1657255,SRR1657256,SRR1657257,SRR1657258,SRR1657259,SRR1657260,SRR1657261,SRR1657262,SRR1657263,SRR1657264,SRR1657265,SRR1657267,SRR1657268,SRR1657269,SRR1657270,SRR1657271,SRR1657272,SRR1657273,SRR1657274,SRR1657275,SRR1657276,SRR1657277,SRR1657278,SRR1657279,SRR1657280,SRR1657281,SRR1657282,SRR1657284,SRR1657285,SRR1657286,SRR1657287,SRR1657288,SRR1657289,SRR1657290,SRR1657291,SRR1657292,SRR1657293,SRR1657294,SRR1657295,SRR1657296,SRR1657297,SRR1657298,SRR1657299,SRR1657300,SRR1657301,SRR1657302,SRR1657303,SRR1657304,SRR1657306,SRR1657307,SRR1657308,SRR1657309,SRR1657310,SRR1657311,SRR1657312,SRR1657313,SRR1657316,SRR1657317,SRR1657318"
SRP052955,animal,"SRR1778468,SRR1778469,SRR1778470,SRR1778471,SRR1778472,SRR1778473,SRR1778474,SRR1778475,SRR1778476,SRR1778477,SRR1778478,SRR1778479,SRR1778480,SRR1778481,SRR1778482,SRR1778483,SRR1778484,SRR1778485,SRR1778486,SRR1778487,SRR1778488,SRR1778489,SRR1778490,SRR1778491,SRR1778492,SRR1778493,SRR1778494,SRR1778495,SRR1778496,SRR1778497,SRR1778498,SRR1778499,SRR1778500,SRR1778501,SRR1778502,SRR1778503,SRR1778504,SRR1778505,SRR1778506,SRR1778507,SRR1778508,SRR1778509,SRR1778510,SRR1778511,SRR1778512,SRR1778513,SRR1778514,SRR1778515,SRR1778516,SRR1778517,SRR1778518,SRR1778519,SRR1778520,SRR1778521,SRR1778522,SRR1778523,SRR1778524,SRR1778525,SRR1778526,SRR1778527,SRR1778528,SRR1778529,SRR1778530,SRR1778531,SRR1778532,SRR1778533,SRR1778534,SRR1778535,SRR1778536,SRR1778537,SRR1778538,SRR1778539,SRR1778540,SRR1778541,SRR1778542,SRR1778543,SRR1778544,SRR1778545,SRR1778546,SRR1778547,SRR1778548,SRR1778549,SRR1778550,SRR1778551,SRR1778552,SRR1778553,SRR1778554,SRR1778555,SRR1778556,SRR1778557,SRR1778558,SRR1778559,SRR1778560,SRR1778561,SRR1778562"
DRP000303,animal,"DRR000713,DRR000714"
SRP096717,animal,SRR5172922
ERP005462,animal,"ERR470050,ERR470051,ERR470052,ERR470053,ERR470054,ERR470055,ERR470056,ERR470057,ERR470058,ERR470059,ERR470060,ERR470061,ERR470062,ERR470063,ERR470064,ERR470065,ERR470066,ERR470067,ERR470068,ERR470069,ERR470070,ERR470071,ERR470072,ERR470073,ERR470074,ERR470075,ERR470076,ERR470077,ERR470078,ERR470079,ERR470080,ERR470081,ERR470082,ERR470083,ERR470084,ERR470085,ERR470086,ERR470087,ERR470088,ERR470089,ERR470090,ERR470091,ERR470092,ERR470093,ERR470094,ERR470095,ERR470096,ERR470097"
ERP023895,animal,"ERR2027889,ERR2027890,ERR2027891,ERR2027892,ERR2027893,ERR2027894,ERR2027895,ERR2027896,ERR2027897,ERR2027898,ERR2027899,ERR2027900,ERR2027901,ERR2027902,ERR2027903,ERR2027904,ERR2027905,ERR2027906,ERR2027907,ERR2027908,ERR2027909,ERR2027910,ERR2027911,ERR2027912,ERR2027913,ERR2027914,ERR2027915,ERR2027916,ERR2027917,ERR2027918,ERR2027919,ERR2027920,ERR2027921,ERR2027922,ERR2027923,ERR2027924,ERR2027925,ERR2027926,ERR2027927,ERR2027928,ERR2027929,ERR2027930"
ERP016452,animal,"ERR1529707,ERR1529709"
DRP002413,animal,"DRR013893,DRR013896,DRR013898"
SRP027498,animal,"SRR935214,SRR935224"
SRP062938,animal,"SRR2190826,SRR2191007"
SRP110363,animal,SRR5754708
SRP110360,animal,SRR5754705
SRP051002,animal,"SRR1703492,SRR1703493,SRR1703494,SRR1703495,SRR1703542,SRR1703555,SRR1703822,SRR1707030"
ERP020766,animal,"ERR1953419,ERR1953425,ERR1953426,ERR1953418"
SRP023235,animal,SRR868695
SRP075485,animal,SRR3560636
SRP051361,animal,SRR1725612
SRP108968,animal,"SRR5666084,SRR5666089,SRR5666085,SRR5666086,SRR5666088"
ERP023400,animal,"ERR2009464,ERR2009465,ERR2009466,ERR2009467,ERR2009468,ERR2009469,ERR2009470,ERR2009471,ERR2009472,ERR2009473,ERR2009474,ERR2009475,ERR2009476,ERR2009477,ERR2009478,ERR2009479,ERR2009480"
SRP108585,animal,"SRR5644273,SRR5644275,SRR5644276,SRR5644277,SRR5644278,SRR5644281,SRR5644283,SRR5644272,SRR5644274,SRR5644279,SRR5644280,SRR5644282"
SRP094919,animal,"SRR5992854,SRR5997823,SRR6008913,SRR6012248,SRR6024702,SRR6037376,SRR5167115"
SRP116570,animal,"SRR5989964,SRR5989983,SRR5989992"
SRP077556,animal,"SRR3740228,SRR3743047"
ERP014067,animal,ERR1247030
ERP007204,animal,ERR653982
ERP015948,animal,"ERR1447687,ERR1448096,ERR1448097,ERR1448098,ERR1448099"
SRP109213,animal,"SRR5683489,SRR5683490,SRR5683493,SRR5683491,SRR5683492"
SRP009645,animal,SRR388113
ERP013165,animal,"ERR1135178,ERR1135179,ERR1135180,ERR1135181,ERR1135182,ERR1135183,ERR1135184,ERR1135185,ERR1135186,ERR1135187,ERR1135188,ERR1135189,ERR1135190,ERR1135191,ERR1135192,ERR1135193,ERR1135194,ERR1135195,ERR1135196,ERR1135197,ERR1135198,ERR1135199,ERR1135200,ERR1135201,ERR1135202,ERR1135203,ERR1135204,ERR1135205,ERR1135206,ERR1135207,ERR1135208,ERR1135209,ERR1135210,ERR1135211,ERR1135212,ERR1135213,ERR1135214,ERR1135215,ERR1135216,ERR1135217,ERR1135218,ERR1135219,ERR1135220,ERR1135221,ERR1135222,ERR1135223,ERR1135224,ERR1135225,ERR1135226,ERR1135227,ERR1135228,ERR1135229,ERR1135230,ERR1135231,ERR1135232,ERR1135233,ERR1135234,ERR1135235,ERR1135236,ERR1135237,ERR1135238,ERR1135239,ERR1135240,ERR1135241,ERR1135242,ERR1135243,ERR1135244,ERR1135245,ERR1135246,ERR1135247,ERR1135248,ERR1135249,ERR1135250,ERR1135251,ERR1135252,ERR1135253,ERR1135254,ERR1135255,ERR1135256,ERR1135257,ERR1135258,ERR1135259,ERR1135260,ERR1135261,ERR1135262,ERR1135263,ERR1135264,ERR1135265,ERR1135266,ERR1135267,ERR1135268,ERR1135269,ERR1135270,ERR1135271,ERR1135272,ERR1135273,ERR1135274,ERR1135275,ERR1135276,ERR1135277,ERR1135278,ERR1135279,ERR1135280,ERR1135281,ERR1135282,ERR1135283,ERR1135284,ERR1135285,ERR1135286,ERR1135287,ERR1135288,ERR1135289,ERR1135290,ERR1135291,ERR1135292,ERR1135293,ERR1135294,ERR1135295,ERR1135296,ERR1135297,ERR1135298,ERR1135299,ERR1135300,ERR1135301,ERR1135302,ERR1135303,ERR1135304,ERR1135305,ERR1135306,ERR1135307,ERR1135308,ERR1135309,ERR1135310,ERR1135311,ERR1135312,ERR1135313,ERR1135314,ERR1135315,ERR1135316,ERR1135317,ERR1135318,ERR1135319,ERR1135320,ERR1135321,ERR1135322,ERR1135323,ERR1135324,ERR1135325,ERR1135326,ERR1135327,ERR1135328,ERR1135329,ERR1135330,ERR1135331,ERR1135332,ERR1135333,ERR1135334,ERR1135335,ERR1135336,ERR1135337,ERR1135338,ERR1135339,ERR1135340,ERR1135341,ERR1135342,ERR1135343,ERR1135344,ERR1135345,ERR1135346,ERR1135347,ERR1135348,ERR1135349,ERR1135350,ERR1135351,ERR1135352,ERR1135353,ERR1135354,ERR1135355,ERR1135356,ERR1135357,ERR1135358,ERR1135359,ERR1135360,ERR1135361,ERR1135362,ERR1135363,ERR1135364,ERR1135365,ERR1135366,ERR1135367,ERR1135368,ERR1135369,ERR1135370,ERR1135371,ERR1135372,ERR1135373,ERR1135374,ERR1135375,ERR1135376,ERR1135377,ERR1135378,ERR1135379,ERR1135380,ERR1135381,ERR1135382,ERR1135383,ERR1135384,ERR1135385,ERR1135386,ERR1135387,ERR1135388,ERR1135389,ERR1135390,ERR1135391,ERR1135392,ERR1135393,ERR1135394,ERR1135395,ERR1135396,ERR1135397,ERR1135398,ERR1135399,ERR1135400,ERR1135401,ERR1135402,ERR1135403,ERR1135404,ERR1135405,ERR1135406,ERR1135407,ERR1135408,ERR1135409,ERR1135410,ERR1135411,ERR1135412,ERR1135413,ERR1135414,ERR1135415,ERR1135416,ERR1135417,ERR1135418,ERR1135419,ERR1135420,ERR1135421,ERR1135422,ERR1135423,ERR1135424,ERR1135425,ERR1135426,ERR1135427,ERR1135428,ERR1135429,ERR1135430,ERR1135431,ERR1135432,ERR1135433,ERR1135434,ERR1135435,ERR1135436,ERR1135437,ERR1135438,ERR1135439,ERR1135440,ERR1135441,ERR1135442,ERR1135443,ERR1135444,ERR1135445,ERR1135446,ERR1135447,ERR1135448,ERR1135449,ERR1135450,ERR1135451,ERR1135452,ERR1135453,ERR1135454,ERR1135455,ERR1135456,ERR1135457,ERR1135458,ERR1135459,ERR1135460,ERR1135461,ERR1135462,ERR1135463,ERR1135464,ERR1135465,ERR1135466,ERR1135467,ERR1135468,ERR1135469,ERR1135470,ERR1135471,ERR1135472,ERR1135473,ERR1135474,ERR1135475,ERR1135476,ERR1135477,ERR1135478,ERR1135479,ERR1135480,ERR1135481,ERR1135482,ERR1135483,ERR1135484,ERR1135485,ERR1135486,ERR1135487,ERR1135488,ERR1135489,ERR1135490,ERR1135491,ERR1135492,ERR1135493,ERR1135494,ERR1135495,ERR1135496,ERR1135497,ERR1135498,ERR1135499,ERR1135500,ERR1135501,ERR1135502,ERR1135503,ERR1135504,ERR1135505,ERR1135506,ERR1135507,ERR1135508,ERR1135509,ERR1135510,ERR1135511,ERR1135512,ERR1135513,ERR1135514,ERR1135515,ERR1135516,ERR1135517,ERR1135518,ERR1135519,ERR1135520,ERR1135521,ERR1135522,ERR1135523,ERR1135524,ERR1135525,ERR1135526,ERR1135527,ERR1135528,ERR1135529,ERR1135530,ERR1135531,ERR1135532,ERR1135533,ERR1135534,ERR1135535,ERR1135536,ERR1135537,ERR1135538,ERR1135539,ERR1135540,ERR1135541,ERR1135542,ERR1135543,ERR1135544,ERR1135545,ERR1135546,ERR1135547,ERR1135548,ERR1135549,ERR1135550,ERR1135551,ERR1135552,ERR1135553,ERR1135554,ERR1135555,ERR1135556,ERR1135557,ERR1135558,ERR1135559,ERR1135560,ERR1135561,ERR1135562,ERR1135563,ERR1135564,ERR1135565,ERR1135566,ERR1135567,ERR1135568,ERR1135569,ERR1135570,ERR1135571,ERR1135572,ERR1135573,ERR1135574,ERR1135575,ERR1135576,ERR1135577,ERR1135578,ERR1135579,ERR1135580,ERR1135581,ERR1135582,ERR1135583,ERR1135584,ERR1135585,ERR1135586,ERR1135587,ERR1135588,ERR1135589,ERR1135590,ERR1135591,ERR1135592,ERR1135593,ERR1135594,ERR1135595,ERR1135596,ERR1135597,ERR1135598,ERR1135599,ERR1135600,ERR1135601,ERR1135602,ERR1135603,ERR1135604,ERR1135605,ERR1135606,ERR1135607,ERR1135608,ERR1135609,ERR1135610,ERR1135611,ERR1135612,ERR1135613,ERR1135614,ERR1135615,ERR1135616,ERR1135617,ERR1135618,ERR1135619,ERR1135620,ERR1135621,ERR1135622,ERR1135623,ERR1135624,ERR1135625,ERR1135626,ERR1135627,ERR1135628,ERR1135629,ERR1135630,ERR1135631,ERR1135632,ERR1135633,ERR1135634,ERR1135635,ERR1135636,ERR1135637,ERR1135638,ERR1135639,ERR1135640,ERR1135641,ERR1135642,ERR1135643,ERR1135644,ERR1135645,ERR1135646,ERR1135647,ERR1135648,ERR1135649,ERR1135650,ERR1135651,ERR1135652,ERR1135653,ERR1135654,ERR1135655,ERR1135656,ERR1135657,ERR1135658,ERR1135659,ERR1135660,ERR1135661,ERR1135662,ERR1135663,ERR1135664,ERR1135665,ERR1135666,ERR1135667,ERR1135668,ERR1135669,ERR1135670,ERR1135671,ERR1135672,ERR1135673,ERR1135674,ERR1135675,ERR1135676,ERR1135677,ERR1135678,ERR1135679,ERR1135680,ERR1135681,ERR1135682,ERR1135683,ERR1135684,ERR1135685,ERR1135686,ERR1135687,ERR1135688,ERR1135689,ERR1135690,ERR1135691,ERR1135692,ERR1135693,ERR1135694,ERR1135695,ERR1135696,ERR1135697,ERR1135698,ERR1135699,ERR1135700,ERR1135701,ERR1135702,ERR1135703,ERR1135704,ERR1135705,ERR1135706,ERR1135707,ERR1135708,ERR1135709,ERR1135710,ERR1135711,ERR1135712,ERR1135713,ERR1135714,ERR1135715,ERR1135716,ERR1135717,ERR1135718,ERR1135719,ERR1135720,ERR1135721,ERR1135722,ERR1135723,ERR1135724,ERR1135725,ERR1135726,ERR1135727,ERR1135728,ERR1135729,ERR1135730,ERR1135731,ERR1135732,ERR1135733,ERR1135734,ERR1135735,ERR1135736,ERR1135737,ERR1135738,ERR1135739,ERR1135740,ERR1135741,ERR1135742,ERR1135743,ERR1135744,ERR1135745,ERR1135746,ERR1135747,ERR1135748,ERR1135749,ERR1135750,ERR1135751,ERR1135752,ERR1135753,ERR1135754,ERR1135755,ERR1135756,ERR1135757,ERR1135758,ERR1135759,ERR1135760,ERR1135761,ERR1135762,ERR1135763,ERR1135764,ERR1135765,ERR1135766,ERR1135767"
SRP007093,animal,SRR257736
SRP056276,animal,"SRR1920163,SRR1920164,SRR1920165,SRR1920166,SRR1920167,SRR1920168"
SRP047437,animal,"SRR1609898,SRR1609899,SRR1610630,SRR1610637,SRR1611185,SRR1611186,SRR1611547,SRR1611548,SRR1611549,SRR1611550,SRR1611551,SRR1611552,SRR1611553,SRR1611563,SRR1611568,SRR1611571,SRR1611580,SRR1611581,SRR1611582,SRR1611585,SRR1611586,SRR1611587,SRR1611589,SRR1611590,SRR1611594,SRR1611600,SRR1611608,SRR1611612,SRR1611614,SRR1611616,SRR1611618,SRR1611619,SRR1611620,SRR1611622,SRR1611623,SRR1611624,SRR1611678,SRR1611680,SRR1611764,SRR1611768,SRR1611771,SRR1611773,SRR1611782,SRR1611783,SRR1611789,SRR1611797,SRR1611800,SRR1611803,SRR1611848,SRR1611851,SRR1611855,SRR1611934,SRR1611935,SRR1611943,SRR1611955,SRR1611956,SRR1611975,SRR1611976,SRR1611977,SRR1611978,SRR1611979,SRR1611980,SRR1611981,SRR1611983,SRR1611984,SRR1611985,SRR1611991,SRR1611992,SRR1611997,SRR1611998,SRR1611999,SRR1612000,SRR1612001,SRR1612002,SRR1612003,SRR1612004,SRR1612005,SRR1612006,SRR1612007,SRR1612008,SRR1612009,SRR1612010,SRR1612011,SRR1612012,SRR1612013,SRR1612014,SRR1612015,SRR1612016,SRR1612017,SRR1612018,SRR1612019,SRR1612020,SRR1612021,SRR1612022,SRR1612023,SRR1612024,SRR1612045,SRR1612046,SRR1612047,SRR1612048,SRR1612049,SRR1612050,SRR1612058,SRR1612065,SRR1612066,SRR1612067,SRR1612068,SRR1612069,SRR1612070,SRR1612071,SRR1612072,SRR1612095,SRR1612096,SRR1612098,SRR1612099,SRR1612100,SRR1612101,SRR1612232,SRR1612233,SRR1612234,SRR1612235,SRR1612236,SRR1612237,SRR1612238,SRR1612239,SRR1612240,SRR1612241,SRR1612242,SRR1612243,SRR1612244,SRR1612245,SRR1612246,SRR1612247,SRR1612248,SRR1612249,SRR1612250,SRR1612251,SRR1612252,SRR1612253,SRR1612254,SRR1612255,SRR1612256,SRR1612257,SRR1612258,SRR1612259,SRR1612260,SRR1612261,SRR1612262,SRR1612263,SRR1612264,SRR1612265,SRR1612266,SRR1612267,SRR1612276,SRR1612277,SRR1612278,SRR1612279,SRR1612280,SRR1612281,SRR1612282,SRR1612283,SRR1612284,SRR1612285,SRR1612286,SRR1612287,SRR1612288,SRR1612293,SRR1612295,SRR1612296,SRR1612297,SRR1612298,SRR1612299,SRR1612300,SRR1612311,SRR1612312,SRR1612319,SRR1612320,SRR1612327,SRR1612335,SRR1612336,SRR1612337,SRR1612343,SRR1612344,SRR1612345,SRR1612375,SRR1612376,SRR1612377,SRR1612378,SRR1612379,SRR1612380,SRR1612381,SRR1612382,SRR1612384,SRR1612385,SRR1612386,SRR1612387,SRR1612388,SRR1612391,SRR1612392,SRR1612393,SRR1612512,SRR1612513,SRR1612514,SRR1612515,SRR1612516,SRR1612517,SRR1612518,SRR1612519,SRR1612520,SRR1612521,SRR1612522,SRR1612523,SRR1612524,SRR1612572,SRR1612573,SRR1612574,SRR1612576,SRR1612577,SRR1612578,SRR1612579,SRR1612580,SRR1612581,SRR1612582,SRR1612583,SRR1612584,SRR1612585,SRR1612586,SRR1612587,SRR1612588,SRR1612589,SRR1612590,SRR1612591,SRR1612592,SRR1612593,SRR1612594,SRR1612595,SRR1612596,SRR1612609"
SRP049517,animal,"SRR1640180,SRR1640185,SRR1640190,SRR1640196,SRR1640202,SRR1640204,SRR1640207,SRR1640210,SRR1640212,SRR1640214,SRR1640215,SRR1640217,SRR1640218,SRR1640220,SRR1640322,SRR1640323,SRR1640324,SRR1640325,SRR2145981,SRR2145983,SRR2145984,SRR2145985,SRR2145986,SRR2145987,SRR2145988,SRR2145989,SRR2145990,SRR2145991"
SRP000159,animal,SRR001071
SRP000160,animal,SRR001072
SRP000164,animal,SRR001076
SRP000163,animal,SRR001075
SRP000139,animal,SRR001047
SRP076369,animal,"SRR3656973,SRR3656974"
SRP075634,animal,SRR3582324
SRP075708,animal,"SRR3586638,SRR3586642"
SRP074798,animal,"SRR3499625,SRR3499626"
SRP093601,animal,"SRR5040900,SRR5040901,SRR5040904,SRR5040907,SRR5040908,SRR5040909,SRR5040910,SRR5040911,SRR5040914,SRR5040918,SRR5040919"
SRP101310,animal,"SRR5319795,SRR5343975,SRR5343976,SRR5343977,SRR5365807,SRR5365808,SRR5365809,SRR5383919,SRR5383920,SRR5383922"
ERP001101,animal,"ERR380872,ERR380876,ERR380877,ERR380880"
SRP017326,animal,SRR620426
SRP119218,animal,SRR6123249
SRP057346,biofilm,"SRR1981072,SRR2000255,SRR2001629"
SRP064342,biofilm,"SRR2540949,SRR2544004"
SRP073773,biofilm,"SRR3503429,SRR3503430,SRR3503431,SRR3503432,SRR3503433,SRR3503434,SRR3503435,SRR4068858"
SRP006444,biofilm,SRR189081
SRP005943,biofilm,SRR118420
ERP021394,biofilm,ERR1824222
SRP064432,biofilm,"SRR2556883,SRR2556884,SRR2556885,SRR2556886"
SRP096284,biofilm,"SRR5158456,SRR5158457"
SRP065069,biofilm,"SRR2751194,SRR2891014,SRR2891615,SRR2891617,SRR2891618"
ERP005589,biofilm,ERR628383
SRP107993,biofilm,"SRR5601447,SRR5601451,SRR5601453,SRR5601455,SRR5601457,SRR5601449"
SRP018411,biofilm,SRR681084
SRP010827,biofilm,"SRR407289,SRR407290"
SRP010818,biofilm,"SRR407177,SRR407178"
SRP010725,biofilm,SRR404094
SRP010768,biofilm,SRR404263
SRP010736,biofilm,SRR404114
SRP010734,biofilm,SRR404113
SRP010733,biofilm,SRR404112
SRP010766,biofilm,SRR404261
SRP010824,biofilm,"SRR407181,SRR407182"
SRP010813,biofilm,"SRR405130,SRR405131"
SRP059931,biofilm,SRR2084811
SRP094612,biogas material,"SRR5079463,SRR5079464,SRR5079465,SRR5079466,SRR5079467"
SRP058618,biogas material,SRR2046417
SRP066089,biogas material,"SRR2917896,SRR2917897,SRR2917898,SRR2917899"
ERP009854,biogas material,"ERR843249,ERR843250,ERR843251,ERR843252,ERR843253,ERR843254"
SRP063491,biogas material,"SRR2312703,SRR2420276,SRR2420280,SRR3161878"
SRP076172,biogas material,"SRR901894,SRR907522,SRR908212,SRR908248,SRR908274,SRR908206,SRR908277"
SRP053029,biogas material,"SRR1783759,SRR1783761,SRR1783762,SRR1783764,SRR1783766"
ERP005249,biogas material,"ERR454984,ERR454985"
SRP114738,biogas material,SRR5891595
SRP051676,biogas material,"SRR1739302,SRR1739446,SRR1756783,SRR1756785"
SRP001454,biogas material,"SRR030746,SRR034130"
SRP096931,biogas material,"SRR5182962,SRR5183016,SRR5183017,SRR5183018,SRR5183019"
ERP012237,biogas material,"ERR1030960,ERR1030961"
ERP014444,biogas material,"ERR1299062,ERR1299063,ERR1299064,ERR1299065,ERR1299066"
ERP023045,biogas material,"ERR1981048,ERR1981049,ERR1981050,ERR1981051,ERR1981052,ERR1981053,ERR1981054,ERR1981055,ERR1981056,ERR1981057,ERR1981058,ERR1981059"
SRP032432,bone,"SRR1030038,SRR1030039,SRR1030040,SRR1030041,SRR1030042,SRR1030043,SRR1030045,SRR1030046,SRR1030047,SRR1030048,SRR1030049,SRR1030050,SRR1030051,SRR1030052"
ERP015025,bone,"ERR1357151,ERR1357152,ERR1357153,ERR1357154"
ERP015400,bone,ERR1395519
ERP015434,bone,"ERR1397914,ERR1397918"
ERP002047,bone,"ERR208318,ERR208319,ERR208320,ERR208321,ERR208322,ERR208323,ERR208324,ERR208325,ERR208326,ERR208327,ERR208328,ERR208329,ERR208330,ERR208331,ERR208332,ERR208333,ERR208334,ERR208335,ERR208336,ERR208337,ERR208338,ERR208339,ERR208340,ERR208341,ERR208342,ERR208343,ERR208344,ERR208345,ERR208346,ERR208347,ERR208348,ERR208349,ERR208350,ERR208351,ERR208352,ERR208353,ERR208354,ERR208355,ERR208356,ERR208357,ERR208358,ERR208359,ERR208360,ERR208361,ERR208362,ERR208363,ERR208364,ERR208365,ERR208366,ERR208367,ERR208368,ERR208369,ERR208370,ERR208371,ERR208372,ERR208373,ERR208374,ERR208375,ERR208376,ERR208377,ERR208378,ERR208379,ERR208380,ERR208381,ERR208382,ERR208383,ERR208384,ERR208385,ERR208386,ERR208387,ERR208388,ERR208389,ERR208390,ERR208391,ERR208392,ERR208393,ERR208394,ERR208395,ERR208396,ERR208397,ERR208398,ERR208399,ERR208400,ERR208401,ERR208402,ERR208403,ERR208404,ERR208405,ERR208406,ERR208407,ERR208408,ERR208409,ERR208410,ERR208411,ERR208412,ERR208413,ERR208414,ERR208415,ERR208416,ERR208417,ERR208418,ERR208419,ERR208420,ERR208421,ERR208422,ERR208423,ERR208424,ERR208425,ERR208426,ERR208427,ERR208428,ERR208429,ERR208430,ERR208431,ERR208432,ERR208433,ERR208434,ERR208435,ERR208436,ERR208437,ERR208438,ERR208439,ERR208440,ERR208441,ERR208442,ERR208443,ERR208444,ERR208445,ERR208446,ERR208447,ERR208448,ERR208449,ERR208450,ERR208451,ERR208452,ERR208453,ERR208454,ERR208455,ERR208456,ERR208457,ERR208458,ERR208459,ERR208460,ERR208461,ERR208462,ERR208463,ERR208464,ERR208465,ERR208466,ERR208467,ERR208468,ERR208469,ERR208470,ERR208471,ERR208472,ERR208473,ERR208474,ERR208475,ERR208476,ERR208477,ERR208478,ERR208479,ERR208480,ERR208481,ERR208482,ERR208483,ERR208484,ERR208485,ERR208486,ERR208487,ERR208488,ERR208489,ERR208490,ERR208491,ERR208492,ERR208493,ERR208494,ERR208495,ERR208496,ERR208497,ERR208498,ERR208499,ERR208500,ERR208501,ERR208502,ERR208503,ERR208504,ERR208505,ERR208506,ERR208507,ERR208508,ERR208509,ERR208510,ERR208511,ERR208512,ERR208513,ERR208514,ERR208515,ERR208516,ERR208517,ERR208518,ERR208519,ERR208520,ERR208521,ERR208522,ERR208523,ERR208524,ERR208525,ERR208526,ERR208527,ERR208528,ERR208529,ERR208530,ERR208531,ERR208532,ERR208533,ERR208534,ERR208535,ERR208536,ERR208537,ERR208538,ERR208539,ERR208540,ERR208541,ERR208542,ERR208543,ERR208544,ERR208545,ERR208546,ERR208547,ERR208548,ERR208549,ERR208550,ERR208551,ERR208552,ERR208553,ERR208554,ERR208555,ERR208556,ERR208557,ERR208558,ERR208559,ERR208560,ERR208561,ERR208562,ERR208563,ERR208564,ERR208565,ERR208566,ERR208567,ERR208568,ERR208569,ERR208570,ERR208571,ERR208572,ERR208573,ERR208574,ERR208575,ERR208576,ERR208577,ERR208578,ERR208579,ERR208580,ERR208581,ERR208582,ERR208583,ERR208584,ERR208585,ERR208586,ERR208587,ERR208588,ERR208589,ERR208590,ERR208591,ERR208592,ERR208593,ERR208594,ERR208595,ERR208596,ERR208597,ERR208598,ERR208599"
ERP006376,bone,"ERR566212,ERR566213,ERR566214,ERR566215,ERR566216,ERR566217,ERR566218"
SRP007091,bone,SRR257734
ERP002499,built environment,ERR263177
ERP014653,built environment,"ERR1332582,ERR1332584,ERR1332585,ERR1332586,ERR1332587,ERR1332588,ERR1332589,ERR1332590,ERR1332591,ERR1332592,ERR1332593,ERR1332594,ERR1332595,ERR1332596,ERR1332597,ERR1332598,ERR1332599,ERR1332600,ERR1332601,ERR1332602,ERR1332603,ERR1332604,ERR1332605,ERR1332606,ERR1332607,ERR1332608,ERR1332609,ERR1332610,ERR1332611,ERR1332612,ERR1332613,ERR1332614,ERR1332615,ERR1332616,ERR1332617,ERR1332618,ERR1332619,ERR1332620,ERR1332621,ERR1332622,ERR1332623,ERR1332624,ERR1332625,ERR1332626,ERR1332627,ERR1332628,ERR1332629,ERR1332630,ERR1332631,ERR1332632,ERR1332633,ERR1332634,ERR1332635,ERR1332636"
